Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,nan,nan,-35
Time,nan,nan,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,nan,nan,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,Signal level not found
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,nan,nan,-35
Time,nan,nan,-35
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-34
Time,40.567475,-105.088006,-38
Time,40.567475,-105.088006,-35
Time,40.567475,-105.088006,-37
Time,40.567475,-105.088006,-34
